model_name_name,folder_name,image_name,belongs_to_niche,probability,reason,raw_response
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,LaDea91_2030061_12882692.jpg,YES,0.95,"The image prominently features a person in a pose that emphasizes the anal area, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a person in a pose that emphasizes the anal area, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,LaDea91_2049344_12882706.jpg,YES,0.95,"The image prominently features a person's buttocks in a provocative pose, which is directly related to the ""anal"" niche due to the focus on that body area.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a person's buttocks in a provocative pose, which is directly related to the ""anal"" niche due to the focus on that body area."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,LaDea91_2049350_11664460.jpg,YES,0.95,"The image prominently features a person wearing revealing lingerie with an open back design that exposes the buttocks and anal area, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a person wearing revealing lingerie with an open back design that exposes the buttocks and anal area, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,LaDea91_2049350_11664463.jpg,YES,0.95,"The image features a person in revealing lingerie with a prominent open-crotch design, which is directly associated with the anal niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a person in revealing lingerie with a prominent open-crotch design, which is directly associated with the anal niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,Luxiole_1976771_13282357.jpg,YES,1.0,"The image displays three black anal plugs, which are directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image displays three black anal plugs, which are directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,XAureLyonX_2018393_13320251.jpg,YES,0.95,"The image prominently features a close-up of a person's buttocks with hands positioned near the anus, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a close-up of a person's buttocks with hands positioned near the anus, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,sexyanneina_2027718_13329277.jpg,YES,1.0,"The image shows a person engaging in anal penetration with a sex toy, which is a direct representation of the ""anal"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person engaging in anal penetration with a sex toy, which is a direct representation of the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,sexyanneina_2027718_13329278.jpg,YES,1.0,"The image shows a person engaging in anal penetration with a sex toy, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person engaging in anal penetration with a sex toy, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,sexyanneina_2027718_13329279.jpg,YES,1.0,"The image shows a person engaging in anal penetration with a sex toy, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person engaging in anal penetration with a sex toy, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,anal,sexydoll25_2003001_12926536.jpg,YES,0.95,"The image prominently features a person's buttocks and genital area in a suggestive pose, which is directly related to the ""anal"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a person's buttocks and genital area in a suggestive pose, which is directly related to the ""anal"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Circe87_1981729_13287352.jpg,YES,0.95,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche, even though the context appears to be lingerie or fashion rather than a direct representation of the niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche, even though the context appears to be lingerie or fashion rather than a direct representation of the niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Circe87_1981729_13287353.jpg,YES,0.95,"The image features a plus-sized woman in revealing lingerie, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman in revealing lingerie, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Circe87_2052453_13350836.jpg,YES,0.95,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche, even if the context is suggestive or fetish-oriented.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche, even if the context is suggestive or fetish-oriented."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Lesptilou_2021919_13323777.jpg,YES,0.95,"The image features a plus-size woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-size woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Lesptilou_2021919_13323778.jpg,YES,0.95,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,Lesptilou_2021919_13323779.jpg,YES,0.95,"The image features a plus-sized woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,SensualMinx_1975333_9994849.jpg,YES,0.95,"The image features a person with a curvaceous, full-figured body, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a person with a curvaceous, full-figured body, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,SensualMinx_1986245_9601601.jpg,YES,0.95,"The image features a plus-sized woman in a suggestive pose, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman in a suggestive pose, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,SensualMinx_2024003_8382426.jpg,YES,1.0,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,curvygranny1972_1979030_12936468.jpg,YES,0.95,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,curvygranny1972_1979030_12977793.jpg,YES,0.95,"The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,curvygranny1972_1979030_13050787.jpg,YES,0.95,"The image features a plus-sized woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a plus-sized woman in lingerie, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bbw,curvygranny1972_1979030_13051127.jpg,YES,0.95,"The image features a person with a curvaceous, full-figured body, which aligns with the ""bbw"" (big beautiful woman) niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features a person with a curvaceous, full-figured body, which aligns with the ""bbw"" (big beautiful woman) niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,Cataleya_666_1987335_13292829.jpg,YES,0.95,"The image contains elements commonly associated with BDSM, such as the use of candles for sensory play, suggestive poses, and intimate attire, all within a dimly lit, ritualistic atmosphere.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements commonly associated with BDSM, such as the use of candles for sensory play, suggestive poses, and intimate attire, all within a dimly lit, ritualistic atmosphere."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,Cataleya_666_1987335_13292830.jpg,YES,0.85,"The image contains elements like candles, suggestive poses, and intimate lighting that are commonly associated with BDSM themes, even if not explicitly depicting bondage or dominance.","VERDICT: YES
PROBABILITY: 0.85
REASON: The image contains elements like candles, suggestive poses, and intimate lighting that are commonly associated with BDSM themes, even if not explicitly depicting bondage or dominance."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,Cataleya_666_1987335_13292831.jpg,YES,0.85,"The image depicts a person in a submissive pose with wax dripping on their body, surrounded by candles, which are common elements in BDSM scenes involving sensory play and dominance.","VERDICT: YES
PROBABILITY: 0.85
REASON: The image depicts a person in a submissive pose with wax dripping on their body, surrounded by candles, which are common elements in BDSM scenes involving sensory play and dominance."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,Luxiole_1976732_13282295.jpg,YES,0.95,"The image contains elements such as a gag, collar, and restraints, which are directly associated with BDSM practices.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements such as a gag, collar, and restraints, which are directly associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,Luxiole_1976760_13282343.jpg,YES,0.95,"The image shows a clitoral piercing with a weighted attachment, which is a form of body modification often associated with BDSM practices.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a clitoral piercing with a weighted attachment, which is a form of body modification often associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,SpartixXx_2021923_13323784.jpg,YES,0.95,"The image contains elements such as a spiked collar with a leash, studded lingerie, and body chains, which are commonly associated with BDSM practices and aesthetics.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements such as a spiked collar with a leash, studded lingerie, and body chains, which are commonly associated with BDSM practices and aesthetics."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,SpartixXx_2021923_13323785.jpg,YES,1.0,"The image contains explicit elements such as a gag, collar, leash, and bondage-style attire, all of which are directly associated with BDSM practices.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image contains explicit elements such as a gag, collar, leash, and bondage-style attire, all of which are directly associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,SpartixXx_2021923_13323786.jpg,YES,1.0,"The image contains explicit elements such as a gag, collar, and bondage harness, which are directly associated with BDSM practices.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image contains explicit elements such as a gag, collar, and bondage harness, which are directly associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2021247_13323316.jpg,YES,1.0,"The image features a person wearing a leather mask, collar, and harness, which are common elements associated with BDSM practices.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image features a person wearing a leather mask, collar, and harness, which are common elements associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2021258_13323327.jpg,YES,0.95,"The image contains elements such as a nipple clamp, chain harness, and bondage-style restraint, which are directly associated with BDSM practices.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements such as a nipple clamp, chain harness, and bondage-style restraint, which are directly associated with BDSM practices."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2023431_12546096.jpg,YES,1.0,"The image contains explicit elements of bondage and fetish attire, including a gag, restraints, and leather accessories, which are directly associated with the BDSM niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image contains explicit elements of bondage and fetish attire, including a gag, restraints, and leather accessories, which are directly associated with the BDSM niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2023431_12546099.jpg,YES,1.0,"The image contains multiple elements directly associated with BDSM, including bondage restraints, a gag, a whip, and a masquerade mask, all of which are common symbols and tools within the BDSM lifestyle.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image contains multiple elements directly associated with BDSM, including bondage restraints, a gag, a whip, and a masquerade mask, all of which are common symbols and tools within the BDSM lifestyle."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2023431_12563456.jpg,YES,0.95,"The image contains elements such as a person in a black leather outfit, wearing a mask, with visible restraints and a whip, set in a dimly lit environment suggestive of a BDSM scene.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements such as a person in a black leather outfit, wearing a mask, with visible restraints and a whip, set in a dimly lit environment suggestive of a BDSM scene."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2023431_12563462.jpg,YES,0.95,"The image contains elements such as leather attire, restraints, and a suggestive pose that are commonly associated with BDSM themes.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image contains elements such as leather attire, restraints, and a suggestive pose that are commonly associated with BDSM themes."
Qwen/Qwen3-Omni-30B-A3B-Instruct,bdsm,maite4ever_2023431_12563635.jpg,YES,0.95,"The image features elements commonly associated with BDSM, including a muzzle, chains, and a revealing outfit, indicating a direct connection to the niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image features elements commonly associated with BDSM, including a muzzle, chains, and a revealing outfit, indicating a direct connection to the niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,BlueEye_Girl_2051498_13349966.jpg,YES,0.95,"The image prominently features a large artificial penis, which directly relates to the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large artificial penis, which directly relates to the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,BlueEye_Girl_2051498_13349967.jpg,YES,0.95,"The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,BlueEye_Girl_2051498_13349968.jpg,YES,0.95,"The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,BlueEye_Girl_2051498_13349969.jpg,YES,0.95,"The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,sexyanneina_1981103_13286562.jpg,YES,0.95,"The image prominently features a large penis, which directly relates to the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large penis, which directly relates to the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,sexyanneina_1981103_13286563.jpg,YES,0.95,"The image prominently features a large penis, which directly aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large penis, which directly aligns with the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,big-cock,sexyanneina_2002909_9668411.jpg,YES,0.95,"The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image prominently features a large artificial penis, which directly aligns with the ""big-cock"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2022984_12926975.jpg,YES,1.0,"The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2022984_12926976.jpg,YES,1.0,"The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2022984_12926977.jpg,YES,1.0,"The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2026150_12926979.jpg,YES,0.95,"The image shows a person performing oral sex, which is directly related to the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex, which is directly related to the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2028597_13330462.jpg,YES,0.95,"The image shows a woman performing oral sex on a man, which directly relates to the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a woman performing oral sex on a man, which directly relates to the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2033047_13334208.jpg,YES,0.95,"The image shows a person performing oral sex on a man's penis, which is directly related to the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex on a man's penis, which is directly related to the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Anna_XOX_2039844_13335888.jpg,YES,0.95,"The image shows a woman performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a woman performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,HariMoon_2014776_13317072.jpg,YES,0.95,"The image shows a person performing oral sex, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex, which is a direct representation of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Housewife_Kirst_2021831_13323724.jpg,YES,0.95,"The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,LaDea91_2030036_13331814.jpg,YES,1.0,"The image shows a woman performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a woman performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,LaDea91_2030036_13331815.jpg,YES,0.95,"The image shows a person performing oral sex, which is directly related to the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex, which is directly related to the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Ladyblue_1987682_13293236.jpg,YES,1.0,"The image shows a woman performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a woman performing oral sex on a penis, which is a direct depiction of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,Lesptilou_2021897_13323759.jpg,YES,1.0,"The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,blowjob,SensualMinx_2024024_5919419.jpg,YES,0.95,"The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.95
REASON: The image shows a person performing oral sex on a penis, which is a direct representation of the ""blowjob"" niche."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987363_11827527.jpg,YES,1.0,"The woman is wearing a detailed costume resembling a character, complete with a crown and thematic accessories, which is characteristic of cosplay.","VERDICT: YES
PROBABILITY: 1.0
REASON: The woman is wearing a detailed costume resembling a character, complete with a crown and thematic accessories, which is characteristic of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987372_11602567.jpg,YES,0.95,"The person is wearing a detailed costume with a mask, feathers, and thematic accessories, which are characteristic elements of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a detailed costume with a mask, feathers, and thematic accessories, which are characteristic elements of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987372_11602574.jpg,YES,0.95,"The person is wearing a costume with a feathered skirt, a decorative mask, and thematic accessories, which are characteristic elements of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a costume with a feathered skirt, a decorative mask, and thematic accessories, which are characteristic elements of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987372_11602575.jpg,YES,0.95,"The person is wearing a costume with a mask, feathered accessories, and thematic attire, which are characteristic elements of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a costume with a mask, feathered accessories, and thematic attire, which are characteristic elements of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987376_11447498.jpg,YES,0.95,"The person is wearing a bunny-themed costume with bunny ears, fishnet stockings, and a corset, which is a form of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a bunny-themed costume with bunny ears, fishnet stockings, and a corset, which is a form of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987376_11447505.jpg,YES,0.95,"The person is wearing a costume with bunny ears, fishnet stockings, and a black bodysuit, which are characteristic elements of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a costume with bunny ears, fishnet stockings, and a black bodysuit, which are characteristic elements of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987376_11447510.jpg,YES,0.95,"The person is wearing a costume with bunny ears and a themed outfit, which is characteristic of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a costume with bunny ears and a themed outfit, which is characteristic of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987384_10673548.jpg,YES,0.95,"The person is wearing a costume resembling Little Red Riding Hood, which is a form of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person is wearing a costume resembling Little Red Riding Hood, which is a form of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,Cataleya_666_1987384_10673549.jpg,YES,1.0,"The image shows a person in a costume resembling Little Red Riding Hood, which is a form of cosplay.","VERDICT: YES
PROBABILITY: 1.0
REASON: The image shows a person in a costume resembling Little Red Riding Hood, which is a form of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,HariMoon_2014529_13316848.jpg,YES,1.0,"The person in the image is wearing a colorful wig and a costume that includes a green jacket and a plaid skirt, which are characteristic elements of cosplay.","VERDICT: YES
PROBABILITY: 1.0
REASON: The person in the image is wearing a colorful wig and a costume that includes a green jacket and a plaid skirt, which are characteristic elements of cosplay."
Qwen/Qwen3-Omni-30B-A3B-Instruct,cosplay,HariMoon_2014701_13316990.jpg,YES,0.95,"The person in the image is wearing a pink wig and a costume that resembles a character, which is characteristic of cosplay.","VERDICT: YES
PROBABILITY: 0.95
REASON: The person in the image is wearing a pink wig and a costume that resembles a character, which is characteristic of cosplay."
