model_name_name,folder_name,image_name,belongs_to_niche,probability,reason,raw_response
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,Lesptilou_2021919_13323777.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,Lesptilou_2021919_13323778.jpg,NO,0.3,,"VERDICT: NO  
PROBABILITY: 0.3  
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,Lesptilou_2021919_13323779.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,SensualMinx_1975333_9994849.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,SensualMinx_1986245_9601601.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,SensualMinx_2024003_8382426.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,curvygranny1972_1979030_12936468.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,curvygranny1972_1979030_12977793.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,curvygranny1972_1979030_13050787.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bbw,curvygranny1972_1979030_13051127.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,Cataleya_666_1987335_13292829.jpg,NO,0.15,,"VERDICT: NO
PROBABILITY: 0.15
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,Cataleya_666_1987335_13292830.jpg,NO,0.15,,"VERDICT: NO  
PROBABILITY: 0.15  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,Cataleya_666_1987335_13292831.jpg,NO,0.15,,"VERDICT: NO  
PROBABILITY: 0.15  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,Luxiole_1976732_13282295.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,Luxiole_1976760_13282343.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,SpartixXx_2021923_13323784.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,SpartixXx_2021923_13323785.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,SpartixXx_2021923_13323786.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2021247_13323316.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2021258_13323327.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2023431_12546096.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2023431_12546099.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2023431_12563456.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2023431_12563462.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,bdsm,maite4ever_2023431_12563635.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,BlueEye_Girl_2051498_13349966.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,BlueEye_Girl_2051498_13349967.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,BlueEye_Girl_2051498_13349968.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,BlueEye_Girl_2051498_13349969.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,sexyanneina_1981103_13286562.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,sexyanneina_1981103_13286563.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,big-cock,sexyanneina_2002909_9668411.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2022984_12926975.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2022984_12926976.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2022984_12926977.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2026150_12926979.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2028597_13330462.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2033047_13334208.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Anna_XOX_2039844_13335888.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,HariMoon_2014776_13317072.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Housewife_Kirst_2021831_13323724.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,LaDea91_2030036_13331814.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,LaDea91_2030036_13331815.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Ladyblue_1987682_13293236.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,Lesptilou_2021897_13323759.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,blowjob,SensualMinx_2024024_5919419.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987363_11827527.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987372_11602567.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987372_11602574.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987372_11602575.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987376_11447498.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987376_11447505.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987376_11447510.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987384_10673548.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Cataleya_666_1987384_10673549.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2014529_13316848.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2014701_13316990.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2014772_13317068.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2015549_13317931.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2015549_13317932.jpg,YES,0.98,,"VERDICT: YES  
PROBABILITY: 0.98  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2020104_13321972.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2020106_13321974.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2025735_13327487.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2025799_13327535.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2049715_13348238.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2054914_13353312.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,HariMoon_2054918_13353316.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2016858_13319248.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2016882_13319262.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2016882_13319263.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2016882_13319264.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2023125_13325000.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2023125_13325001.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2023137_13325005.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,Sweet_n_Spicy_2023137_13325006.jpg,NO,0.2,,"VERDICT: NO  
PROBABILITY: 0.2  
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,cuteandwet_2016273_13318577.jpg,NO,0.2,,"VERDICT: NO
PROBABILITY: 0.2
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,cuteandwet_2016273_13318578.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,cuteandwet_2016273_13318579.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013291_13315765.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013291_13315766.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013291_13315767.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013291_13315768.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013291_13315769.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013324_13315792.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,maite4ever_2013324_13315793.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,sexyanneina_1992255_7471680.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,sexyanneina_1992255_7471681.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,sexyanneina_1992255_7471682.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,sexyanneina_1993687_12776476.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,cosplay,sexyanneina_1993687_12776492.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,BlueEye_Girl_1981970_13168020.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,BlueEye_Girl_1987198_11880040.jpg,NO,0.1,,"VERDICT: NO  
PROBABILITY: 0.1  
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,BlueEye_Girl_1987198_12712250.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,BlueEye_Girl_2027080_13328612.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,BlueEye_Girl_2027080_13328613.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,Kitty_goddess_2010345_13314048.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,Kitty_goddess_2010355_13314054.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,Kitty_goddess_2040763_13340471.jpg,NO,0.01,,"VERDICT: NO  
PROBABILITY: 0.01  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,Kitty_goddess_2052652_13351105.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,LaDea91_2030017_13331787.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,LaDea91_2049373_13348020.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexyanneina_1976021_13281297.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexyanneina_1976021_13281298.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexyanneina_1981095_13286551.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexyanneina_1988148_9668411.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexydoll25_2002998_12954400.jpg,NO,0.0,,"VERDICT: NO
PROBABILITY: 0.0
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,sexydoll25_2007829_12607037.jpg,NO,0.0,,"VERDICT: NO
PROBABILITY: 0.0
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,valenhill__2011261_13243075.jpg,NO,0.1,,"VERDICT: NO
PROBABILITY: 0.1
RE"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,valenhill__2011261_13243076.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,xHotmilf87x_2038929_13099372.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,xHotmilf87x_2038929_13099373.jpg,NO,0.05,,"VERDICT: NO
PROBABILITY: 0.05
"
Qwen3-VL-30B-A3B-Instruct-AWQ,creampie,xHotmilf87x_2038929_13099374.jpg,NO,0.05,,"VERDICT: NO
PROBABILITY: 0.05
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2009106_13313203.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2015512_12926981.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2022973_12993879.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2033287_13334520.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2033287_13334521.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2041080_13340776.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Anna_XOX_2044386_13344081.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1981990_12484636.jpg,YES,0.98,,"VERDICT: YES  
PROBABILITY: 0.98  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1981990_12634641.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1981990_12634644.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1981990_12939601.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1981990_12939602.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1986451_10381398.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,BlueEye_Girl_1994041_13299474.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971554_10101068.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971566_9548187.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971566_9548188.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971566_9603598.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971566_9603599.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Cataleya_666_1971566_9603604.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Circe87_1989475_13294687.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Circe87_2012422_13315323.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,DDD_frenchlove_2052794_13351234.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Kate_Danswet_1978065_13283802.jpg,YES,0.85,,"VERDICT: YES
PROBABILITY: 0.85
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Kate_Danswet_1978071_13283807.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Kate_Danswet_1978079_13283813.jpg,YES,0.98,,"VERDICT: YES
PROBABILITY: 0.98
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,LaDea91_2029982_13331755.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,LaDea91_2029992_13331761.jpg,YES,0.95,,"VERDICT: YES  
PROBABILITY: 0.95  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,LaDea91_2030009_13331783.jpg,YES,0.85,,"VERDICT: YES  
PROBABILITY: 0.85  
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Ladyblue_1987654_13293209.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
Qwen3-VL-30B-A3B-Instruct-AWQ,feet,Luxiole_1976719_13282270.jpg,YES,0.95,,"VERDICT: YES
PROBABILITY: 0.95
"
