model_name_name,folder_name,image_name,belongs_to_niche,probability,reason,raw_response
CohereLabs/aya-vision-8b,anal,LaDea91_2030061_12882692.jpg,YES,0.9,"While the image does not explicitly show anal activity, the presence of fishnet clothing and a visible device on the individual's body suggests a niche related to anal play or fetish.","VERDICT: YES
PROBABILITY: 0.9
REASON: While the image does not explicitly show anal activity, the presence of fishnet clothing and a visible device on the individual's body suggests a niche related to anal play or fetish."
CohereLabs/aya-vision-8b,anal,LaDea91_2049344_12882706.jpg,NO,0.0,"The image depicts a woman in a kitchen setting, wearing high heels and a revealing outfit, but there are no explicit or indirect references to anal activity.","VERDICT: NO
PROBABILITY: 0.0
REASON: The image depicts a woman in a kitchen setting, wearing high heels and a revealing outfit, but there are no explicit or indirect references to anal activity."
CohereLabs/aya-vision-8b,anal,LaDea91_2049350_11664460.jpg,YES,0.9,"The image depicts a person wearing revealing and suggestive clothing, including a thong and sheer material, which is often associated with sexual themes, including anal play.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person wearing revealing and suggestive clothing, including a thong and sheer material, which is often associated with sexual themes, including anal play."
CohereLabs/aya-vision-8b,anal,LaDea91_2049350_11664463.jpg,YES,0.8,"The image depicts a woman in a suggestive pose with her leg raised, revealing her thongs and underwear, which could imply anal play or preparation for such an activity.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a woman in a suggestive pose with her leg raised, revealing her thongs and underwear, which could imply anal play or preparation for such an activity."
CohereLabs/aya-vision-8b,anal,Luxiole_1976771_13282357.jpg,YES,0.8,"The image contains three black objects that resemble anal plugs, which are commonly associated with anal play.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains three black objects that resemble anal plugs, which are commonly associated with anal play."
CohereLabs/aya-vision-8b,anal,XAureLyonX_2018393_13320251.jpg,YES,0.9,"The image depicts a close-up view of buttocks with hands gently touching the skin, which aligns with the anal niche's focus on anal-related content. While the image does not explicitly show anal penetration, the context strongly suggests a connection to anal themes.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up view of buttocks with hands gently touching the skin, which aligns with the anal niche's focus on anal-related content. While the image does not explicitly show anal penetration, the context strongly suggests a connection to anal themes."
CohereLabs/aya-vision-8b,anal,sexyanneina_2027718_13329277.jpg,YES,0.9,"The image depicts a close-up view of an anal canal with a visible penis inserted, which is a direct representation of anal activity.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up view of an anal canal with a visible penis inserted, which is a direct representation of anal activity."
CohereLabs/aya-vision-8b,anal,sexyanneina_2027718_13329278.jpg,YES,0.9,"The image contains explicit sexual content involving anal penetration, which directly relates to the ""anal"" niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image contains explicit sexual content involving anal penetration, which directly relates to the ""anal"" niche."
CohereLabs/aya-vision-8b,anal,sexyanneina_2027718_13329279.jpg,YES,0.9,"The image depicts a close-up view of an anal area with visible folds and a protrusion, which is consistent with the characteristics of anal anatomy.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up view of an anal area with visible folds and a protrusion, which is consistent with the characteristics of anal anatomy."
CohereLabs/aya-vision-8b,anal,sexydoll25_2003001_12926536.jpg,YES,0.9,"The image depicts a close-up view of an anal area, showing the opening and surrounding tissue.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a close-up view of an anal area, showing the opening and surrounding tissue."
CohereLabs/aya-vision-8b,bbw,Circe87_1981729_13287352.jpg,YES,0.8,"The image features a woman wearing revealing red lingerie, which is often associated with the ""bbw"" niche, even though the term itself is not explicitly used.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image features a woman wearing revealing red lingerie, which is often associated with the ""bbw"" niche, even though the term itself is not explicitly used."
CohereLabs/aya-vision-8b,bbw,Circe87_1981729_13287353.jpg,YES,0.8,"While the image does not explicitly depict a BBW individual, the presence of a woman in a revealing outfit and her pose suggest a focus on body positivity and self-confidence, which are often associated with the BBW niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: While the image does not explicitly depict a BBW individual, the presence of a woman in a revealing outfit and her pose suggest a focus on body positivity and self-confidence, which are often associated with the BBW niche."
CohereLabs/aya-vision-8b,bbw,Circe87_2052453_13350836.jpg,YES,0.8,"The image features a woman with large breasts and a visible nipple, which aligns with the ""bbw"" niche's focus on body diversity and inclusivity.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image features a woman with large breasts and a visible nipple, which aligns with the ""bbw"" niche's focus on body diversity and inclusivity."
CohereLabs/aya-vision-8b,bbw,Lesptilou_2021919_13323777.jpg,YES,0.9,"The image features a woman wearing revealing lingerie, which is often associated with the ""bbw"" niche. While the focus is not solely on body size, the context suggests a connection to this niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image features a woman wearing revealing lingerie, which is often associated with the ""bbw"" niche. While the focus is not solely on body size, the context suggests a connection to this niche."
CohereLabs/aya-vision-8b,bbw,Lesptilou_2021919_13323778.jpg,YES,0.8,"While the image is not explicitly showing a person, the presence of clothing and accessories typically associated with fashion and beauty, which are often linked to the ""bbw"" niche, suggests a connection.","VERDICT: YES
PROBABILITY: 0.8
REASON: While the image is not explicitly showing a person, the presence of clothing and accessories typically associated with fashion and beauty, which are often linked to the ""bbw"" niche, suggests a connection."
CohereLabs/aya-vision-8b,bbw,Lesptilou_2021919_13323779.jpg,YES,0.8,"The image features a woman wearing revealing lingerie, which is often associated with the ""bbw"" niche, even though the term itself is not explicitly used.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image features a woman wearing revealing lingerie, which is often associated with the ""bbw"" niche, even though the term itself is not explicitly used."
CohereLabs/aya-vision-8b,bbw,SensualMinx_1975333_9994849.jpg,YES,0.9,"The image features a person with a large body size, which aligns with the ""bbw"" niche definition.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image features a person with a large body size, which aligns with the ""bbw"" niche definition."
CohereLabs/aya-vision-8b,bbw,SensualMinx_1986245_9601601.jpg,YES,0.9,"The image depicts a woman with a full figure, which aligns with the characteristics often associated with the ""bbw"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a woman with a full figure, which aligns with the characteristics often associated with the ""bbw"" niche."
CohereLabs/aya-vision-8b,bbw,SensualMinx_2024003_8382426.jpg,YES,0.8,"The image depicts a person with a larger body size, which aligns with the ""bbw"" niche definition. While the person is not the central focus, their body type is clearly visible and relevant to the niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a person with a larger body size, which aligns with the ""bbw"" niche definition. While the person is not the central focus, their body type is clearly visible and relevant to the niche."
CohereLabs/aya-vision-8b,bbw,curvygranny1972_1979030_12936468.jpg,YES,0.9,"The image features a woman who is overweight and topless, which aligns with the characteristics often associated with the ""bbw"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image features a woman who is overweight and topless, which aligns with the characteristics often associated with the ""bbw"" niche."
CohereLabs/aya-vision-8b,bbw,curvygranny1972_1979030_12977793.jpg,YES,0.8,"The image features a woman wearing a revealing blue lace dress, which aligns with the ""bbw"" niche's focus on body positivity and celebrating diverse body types.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image features a woman wearing a revealing blue lace dress, which aligns with the ""bbw"" niche's focus on body positivity and celebrating diverse body types."
CohereLabs/aya-vision-8b,bbw,curvygranny1972_1979030_13050787.jpg,YES,0.8,"The image features a woman with a full figure, wearing revealing lingerie, which aligns with the ""bbw"" niche's focus on body positivity and celebrating diverse body types.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image features a woman with a full figure, wearing revealing lingerie, which aligns with the ""bbw"" niche's focus on body positivity and celebrating diverse body types."
CohereLabs/aya-vision-8b,bbw,curvygranny1972_1979030_13051127.jpg,YES,0.8,"The image features a person with a curvy figure, which aligns with the characteristics often associated with the ""bbw"" niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image features a person with a curvy figure, which aligns with the characteristics often associated with the ""bbw"" niche."
CohereLabs/aya-vision-8b,bdsm,Cataleya_666_1987335_13292829.jpg,YES,0.8,"The image contains elements that could be interpreted as BDSM-related, such as the person's position, the presence of candles, and the dripping substance on their body.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains elements that could be interpreted as BDSM-related, such as the person's position, the presence of candles, and the dripping substance on their body."
CohereLabs/aya-vision-8b,bdsm,Cataleya_666_1987335_13292830.jpg,YES,0.8,"The image contains elements that could be interpreted as sensual or erotic, which are often associated with BDSM themes. The lighting, positioning, and the presence of candles suggest a mood that aligns with BDSM aesthetics.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image contains elements that could be interpreted as sensual or erotic, which are often associated with BDSM themes. The lighting, positioning, and the presence of candles suggest a mood that aligns with BDSM aesthetics."
CohereLabs/aya-vision-8b,bdsm,Cataleya_666_1987335_13292831.jpg,YES,0.8,"While the image does not explicitly depict BDSM activities, the presence of candles and the intimate, sensual atmosphere suggest a potential connection to the BDSM niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: While the image does not explicitly depict BDSM activities, the presence of candles and the intimate, sensual atmosphere suggest a potential connection to the BDSM niche."
CohereLabs/aya-vision-8b,bdsm,Luxiole_1976732_13282295.jpg,YES,0.8,"The image depicts a person wearing bondage gear, including a choker and handcuffs, suggesting elements of BDSM play.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image depicts a person wearing bondage gear, including a choker and handcuffs, suggesting elements of BDSM play."
CohereLabs/aya-vision-8b,bdsm,Luxiole_1976760_13282343.jpg,YES,0.8,"The image shows a close-up of genitalia with a device attached, which could be related to BDSM activities.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image shows a close-up of genitalia with a device attached, which could be related to BDSM activities."
CohereLabs/aya-vision-8b,bdsm,SpartixXx_2021923_13323784.jpg,YES,0.8,"The image depicts a person wearing a choker with spikes and holding a leash, which are elements commonly associated with BDSM fashion and practices.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image depicts a person wearing a choker with spikes and holding a leash, which are elements commonly associated with BDSM fashion and practices."
CohereLabs/aya-vision-8b,bdsm,SpartixXx_2021923_13323785.jpg,YES,0.8,"The image depicts a person wearing bondage-like accessories, including a choker with a D-ring and a restraint around the waist, which are common elements associated with BDSM. While the image is not explicitly showing BDSM activities, the presence of these items strongly suggests a connection to the niche.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image depicts a person wearing bondage-like accessories, including a choker with a D-ring and a restraint around the waist, which are common elements associated with BDSM. While the image is not explicitly showing BDSM activities, the presence of these items strongly suggests a connection to the niche."
CohereLabs/aya-vision-8b,bdsm,SpartixXx_2021923_13323786.jpg,YES,0.9,"The image depicts a person wearing bondage gear, including a gag, choker, and handcuffs, which are common elements associated with BDSM activities.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person wearing bondage gear, including a gag, choker, and handcuffs, which are common elements associated with BDSM activities."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2021247_13323316.jpg,YES,0.8,"The image depicts a person wearing a black mask, a bra, and various leather restraints, which are common elements associated with BDSM activities.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a person wearing a black mask, a bra, and various leather restraints, which are common elements associated with BDSM activities."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2021258_13323327.jpg,YES,0.9,"The image depicts a person wearing various bondage and restraint devices, including a nipple corset, chains, and a handcuff-like object, which are common elements associated with BDSM activities.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person wearing various bondage and restraint devices, including a nipple corset, chains, and a handcuff-like object, which are common elements associated with BDSM activities."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2023431_12546096.jpg,YES,0.8,"The image contains several elements that are commonly associated with BDSM, such as a black mask, a black ball gag, pink gloves, and various bondage-like restraints.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains several elements that are commonly associated with BDSM, such as a black mask, a black ball gag, pink gloves, and various bondage-like restraints."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2023431_12546099.jpg,YES,0.9,"The image depicts a person wearing various bondage and restraint gear, including handcuffs, a black latex glove, and a black leather harness. These elements are commonly associated with BDSM activities.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person wearing various bondage and restraint gear, including handcuffs, a black latex glove, and a black leather harness. These elements are commonly associated with BDSM activities."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2023431_12563456.jpg,YES,0.8,"The image depicts a person wearing a black latex outfit with various bondage-like accessories, including a choker and leg restraints. While not explicitly showing BDSM activities, the attire and accessories strongly suggest a connection to the BDSM niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a person wearing a black latex outfit with various bondage-like accessories, including a choker and leg restraints. While not explicitly showing BDSM activities, the attire and accessories strongly suggest a connection to the BDSM niche."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2023431_12563462.jpg,YES,0.8,"The image contains elements that are commonly associated with BDSM, such as bondage gear (straps, handcuffs), latex/leather clothing, and a masked figure. While the image is not explicitly showing BDSM activities, the presence of these items suggests a strong connection to the niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains elements that are commonly associated with BDSM, such as bondage gear (straps, handcuffs), latex/leather clothing, and a masked figure. While the image is not explicitly showing BDSM activities, the presence of these items suggests a strong connection to the niche."
CohereLabs/aya-vision-8b,bdsm,maite4ever_2023431_12563635.jpg,YES,0.8,"The image contains elements commonly associated with BDSM, such as a black latex outfit, gloves, and a chain, along with a mask that suggests a playful or dominant role.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains elements commonly associated with BDSM, such as a black latex outfit, gloves, and a chain, along with a mask that suggests a playful or dominant role."
CohereLabs/aya-vision-8b,big-cock,BlueEye_Girl_2051498_13349966.jpg,YES,0.9,"The image contains a realistic depiction of a large penis, which is directly related to the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image contains a realistic depiction of a large penis, which is directly related to the ""big-cock"" niche."
CohereLabs/aya-vision-8b,big-cock,BlueEye_Girl_2051498_13349967.jpg,YES,0.9,"The image contains a large, orange object that appears to be a sex toy, which is consistent with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image contains a large, orange object that appears to be a sex toy, which is consistent with the ""big-cock"" niche."
CohereLabs/aya-vision-8b,big-cock,BlueEye_Girl_2051498_13349968.jpg,YES,0.8,"The image contains a visible object that resembles a penis, which is a direct reference to the ""big-cock"" niche. While the image is not explicitly graphic, the presence of this object suggests a connection to the niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image contains a visible object that resembles a penis, which is a direct reference to the ""big-cock"" niche. While the image is not explicitly graphic, the presence of this object suggests a connection to the niche."
CohereLabs/aya-vision-8b,big-cock,BlueEye_Girl_2051498_13349969.jpg,YES,0.9,"The image contains a realistic depiction of a large penis, which directly relates to the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image contains a realistic depiction of a large penis, which directly relates to the ""big-cock"" niche."
CohereLabs/aya-vision-8b,big-cock,sexyanneina_1981103_13286562.jpg,YES,0.9,"The image contains explicit sexual content, including a large penis, which aligns with the ""big-cock"" niche. While the image may not be directly related to the niche in its entirety, the presence of a large penis is a significant and relevant feature.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image contains explicit sexual content, including a large penis, which aligns with the ""big-cock"" niche. While the image may not be directly related to the niche in its entirety, the presence of a large penis is a significant and relevant feature."
CohereLabs/aya-vision-8b,big-cock,sexyanneina_1981103_13286563.jpg,YES,0.9,"The image contains explicit sexual content featuring a large penis, which aligns with the ""big-cock"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image contains explicit sexual content featuring a large penis, which aligns with the ""big-cock"" niche."
CohereLabs/aya-vision-8b,big-cock,sexyanneina_2002909_9668411.jpg,YES,0.9,"The image depicts a woman in provocative lingerie and high heels, with a large artificial penis positioned between her legs, which is a direct visual representation of the ""big-cock"" niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a woman in provocative lingerie and high heels, with a large artificial penis positioned between her legs, which is a direct visual representation of the ""big-cock"" niche."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2022984_12926975.jpg,YES,0.9,"The image depicts a person performing oral sex on another person, which is a direct representation of a blowjob.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person performing oral sex on another person, which is a direct representation of a blowjob."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2022984_12926976.jpg,YES,0.9,"The image depicts a sexual act involving oral stimulation, which aligns with the ""blowjob"" niche definition.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a sexual act involving oral stimulation, which aligns with the ""blowjob"" niche definition."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2022984_12926977.jpg,YES,0.9,"The image depicts a close-up of two people engaging in an intimate act, with one person's mouth around the other's intimate area, suggesting a sexual activity commonly associated with the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a close-up of two people engaging in an intimate act, with one person's mouth around the other's intimate area, suggesting a sexual activity commonly associated with the ""blowjob"" niche."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2026150_12926979.jpg,YES,0.8,"The image depicts a close-up of a person's face with a suggestive pose, indicating a potential sexual activity related to the ""blowjob"" niche. While the image is not explicitly showing a blowjob, the context and positioning suggest a strong likelihood of this niche relevance.","VERDICT: YES  
PROBABILITY: 0.8  
REASON: The image depicts a close-up of a person's face with a suggestive pose, indicating a potential sexual activity related to the ""blowjob"" niche. While the image is not explicitly showing a blowjob, the context and positioning suggest a strong likelihood of this niche relevance."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2028597_13330462.jpg,YES,0.8,"The image depicts a sexual act involving oral stimulation, which aligns with the ""blowjob"" niche. While the image is not explicitly showing a blowjob, the positioning and actions of the individuals strongly suggest this activity.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a sexual act involving oral stimulation, which aligns with the ""blowjob"" niche. While the image is not explicitly showing a blowjob, the positioning and actions of the individuals strongly suggest this activity."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2033047_13334208.jpg,YES,0.8,"The image depicts a close-up of a person's face and intimate body parts, suggesting a sexual act, which aligns with the ""blowjob"" niche.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a close-up of a person's face and intimate body parts, suggesting a sexual act, which aligns with the ""blowjob"" niche."
CohereLabs/aya-vision-8b,blowjob,Anna_XOX_2039844_13335888.jpg,YES,0.8,"The image depicts a close-up of a person's face and upper body, with a focus on their mouth and tongue. While the image is not explicitly showing a blowjob, the positioning of the tongue and the intimate nature of the scene suggest a sexual act, likely involving oral stimulation. This aligns with the ""blowjob"" niche, even though the full act is not directly visible.","VERDICT: YES
PROBABILITY: 0.8
REASON: The image depicts a close-up of a person's face and upper body, with a focus on their mouth and tongue. While the image is not explicitly showing a blowjob, the positioning of the tongue and the intimate nature of the scene suggest a sexual act, likely involving oral stimulation. This aligns with the ""blowjob"" niche, even though the full act is not directly visible."
CohereLabs/aya-vision-8b,blowjob,HariMoon_2014776_13317072.jpg,YES,0.9,"The image depicts a person with purple hair and a headpiece, who appears to be engaging in a suggestive pose with their mouth open, which aligns with the characteristics often associated with the ""blowjob"" niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person with purple hair and a headpiece, who appears to be engaging in a suggestive pose with their mouth open, which aligns with the characteristics often associated with the ""blowjob"" niche."
CohereLabs/aya-vision-8b,blowjob,Housewife_Kirst_2021831_13323724.jpg,YES,0.9,"The image depicts a close-up of a person's mouth and face, with another person's intimate body parts visible below, suggesting a sexual act involving oral stimulation.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up of a person's mouth and face, with another person's intimate body parts visible below, suggesting a sexual act involving oral stimulation."
CohereLabs/aya-vision-8b,blowjob,LaDea91_2030036_13331814.jpg,YES,0.9,"The image depicts a woman performing oral sex on an object, which aligns closely with the ""blowjob"" niche. While the object is not explicitly a human penis, the act itself is characteristic of the niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a woman performing oral sex on an object, which aligns closely with the ""blowjob"" niche. While the object is not explicitly a human penis, the act itself is characteristic of the niche."
CohereLabs/aya-vision-8b,blowjob,LaDea91_2030036_13331815.jpg,YES,0.9,"The image depicts a woman performing oral sex on a phallus, which is a direct representation of a blowjob.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a woman performing oral sex on a phallus, which is a direct representation of a blowjob."
CohereLabs/aya-vision-8b,blowjob,Ladyblue_1987682_13293236.jpg,YES,0.9,"The image depicts a close-up of a person engaging in an oral sexual act, which is a direct representation of the ""blowjob"" niche.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up of a person engaging in an oral sexual act, which is a direct representation of the ""blowjob"" niche."
CohereLabs/aya-vision-8b,blowjob,Lesptilou_2021897_13323759.jpg,YES,0.9,"The image depicts a close-up of a person performing oral sex, which is a direct representation of a blowjob.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a close-up of a person performing oral sex, which is a direct representation of a blowjob."
CohereLabs/aya-vision-8b,blowjob,SensualMinx_2024024_5919419.jpg,YES,0.9,"The image depicts a close-up of a person's mouth and face, with a focus on their tongue and lips, which are characteristic features of a blowjob.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a close-up of a person's mouth and face, with a focus on their tongue and lips, which are characteristic features of a blowjob."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987363_11827527.jpg,YES,0.9,"The image depicts a person wearing a detailed costume, complete with a tiara and accessories, suggesting a cosplay or costume-themed event.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person wearing a detailed costume, complete with a tiara and accessories, suggesting a cosplay or costume-themed event."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987372_11602567.jpg,YES,0.9,"The image depicts a person wearing elaborate cosplay-like costume elements, including a mask and red feather boas, suggesting a cosplay theme.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person wearing elaborate cosplay-like costume elements, including a mask and red feather boas, suggesting a cosplay theme."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987372_11602574.jpg,YES,0.9,"The image depicts a person wearing elaborate and theatrical costume elements, including a mask with feathers, which are common in cosplay.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person wearing elaborate and theatrical costume elements, including a mask with feathers, which are common in cosplay."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987372_11602575.jpg,YES,0.9,"The image depicts a person wearing elaborate and theatrical costumes, including a mask and a feathered headdress, which are common elements in cosplay.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person wearing elaborate and theatrical costumes, including a mask and a feathered headdress, which are common elements in cosplay."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987376_11447498.jpg,YES,0.9,"The image depicts a person dressed in a costume, specifically a black leotard with fishnet stockings and black boots, along with bunny ears and a bow tie, which are common elements in cosplay.","VERDICT: YES
PROBABILITY: 0.9
REASON: The image depicts a person dressed in a costume, specifically a black leotard with fishnet stockings and black boots, along with bunny ears and a bow tie, which are common elements in cosplay."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987376_11447505.jpg,YES,0.9,"The image depicts a person dressed in a costume, complete with a bunny ear headband, fishnet stockings, and a sequined outfit, which are all elements commonly associated with cosplay.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person dressed in a costume, complete with a bunny ear headband, fishnet stockings, and a sequined outfit, which are all elements commonly associated with cosplay."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987376_11447510.jpg,YES,0.9,"The image depicts a person wearing a detailed costume, including a black bodysuit, fishnet tights, and bunny ears, which are common elements associated with cosplay.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person wearing a detailed costume, including a black bodysuit, fishnet tights, and bunny ears, which are common elements associated with cosplay."
CohereLabs/aya-vision-8b,cosplay,Cataleya_666_1987384_10673548.jpg,YES,0.9,"The image depicts a person wearing a detailed costume resembling that of Red Riding Hood, which is a popular cosplay choice.","VERDICT: YES  
PROBABILITY: 0.9  
REASON: The image depicts a person wearing a detailed costume resembling that of Red Riding Hood, which is a popular cosplay choice."
